name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,,,PREDICTED AVERAGE TAKEDOWNS LANDED PER 15 MINUTES,UNIQUE HEIGHTS,UNIQUE WEIGHTS
Damir Hadzovic,The Bosnian Bomber,14,7,0,175.26,70.31,177.8,Orthodox,8/8/1986,3.36,48,3.26,62,0.78,55,34,0.2,,,,1.022544878,,
Johnny Case,Hollywood,22,6,0,177.8,70.31,182.88,Orthodox,6/28/1989,3.95,38,2.66,61,1.7,45,72,0.2,,,,1.096016867,,
Loma Lookboonmee,,8,3,0,154.94,52.16,154.94,Orthodox,1/18/1996,4.14,58,2.58,52,2.04,50,74,0.2,,,,1.119212356,,
Cheick Kongo,,27,10,2,193.04,108.86,208.28,Orthodox,5/17/1975,3.33,56,1.28,54,2.3,56,52,0.2,,,,1.01803784,,
Raulian Paiva,,21,5,0,172.72,61.23,175.26,Orthodox,10/17/1995,4.14,42,5.01,48,0.65,23,77,0.2,,,,1.117766098,,
Brandon Vera,The Truth,15,7,0,190.5,104.33,198.12,Orthodox,10/10/1977,3.03,56,2.81,52,0.7,53,59,0.2,,,,0.980438944,,
Song Yadong,Kung Fu Kid,20,7,1,172.72,61.23,170.18,Orthodox,12/2/1997,4.61,42,3.77,59,0.53,55,72,0.2,,,,1.176566791,,
Marco Beltran,Psycho,8,6,0,172.72,56.7,175.26,Orthodox,5/18/1986,2.07,37,1.93,63,0.7,50,46,0.2,,,,0.861742464,,
Sean Strickland,,28,5,0,185.42,83.91,193.04,Orthodox,2/27/1991,5.82,41,4.24,63,0.92,64,84,0.2,,,,1.327468596,,
Patrick Cote,The Predator,23,11,0,180.34,77.11,190.5,Orthodox,2/29/1980,2.81,48,3.21,48,0.68,20,43,0.2,,,,0.9539478,,
Austin Arnett,,16,6,0,182.88,65.77,182.88,Orthodox,10/22/1991,4.52,41,6.38,62,0.44,18,57,0.2,,,,1.16664557,,
Ricky Turcios,,13,3,0,175.26,61.23,180.34,Orthodox,6/5/1993,5.08,37,3.7,55,1,25,45,0.2,,,,1.23697327,,
Phil Hawes,No Hype,12,5,0,182.88,83.91,195.58,Orthodox,1/8/1989,5.55,59,3.7,55,2.28,36,100,0.2,,,,1.295757707,,
Jordan Mein,Young Gun,31,12,0,182.88,77.11,185.42,Orthodox,10/10/1989,3.35,44,2.55,69,1.56,58,66,0.2,,,,1.02109854,,
Ryan LaFlare,,14,3,0,185.42,77.11,187.96,Southpaw,10/1/1983,2.89,40,1.86,63,2.13,44,58,0.2,,,,0.963687616,,
Ronnie Lawrence,The Heat,8,2,0,172.72,61.23,172.72,Switch,6/13/1992,2.78,56,1.75,52,6.75,77,45,0.2,,,,0.949499377,,
Albert Morales,The Warrior,7,4,1,175.26,61.23,182.88,Orthodox,5/25/1991,3.81,35,3.96,56,0.91,35,70,0.2,,,,1.074433307,,
Viviane Pereira,Sucuri,13,2,0,154.94,52.16,160.02,Orthodox,8/28/1993,2.7,30,4.48,58,0.25,100,28,0.2,,,,0.937079801,,
Mateusz Gamrot,Gamer,23,2,0,177.8,70.31,177.8,Southpaw,12/11/1990,2.97,50,3.17,60,4.36,30,90,0.2,,,,0.97082646,,
Da Woon Jung,Sseda,15,5,1,193.04,92.99,198.12,Orthodox,12/7/1993,3.49,43,3.89,51,1.9,50,77,0.2,,,,1.033524538,,
Jamall Emmers,Pretty Boy,20,7,0,177.8,65.77,187.96,Orthodox,7/24/1989,5.1,48,3.79,57,1.96,40,90,0.2,,,,1.231944015,,
Alexander Volkov,Drago,37,10,0,200.66,113.4,203.2,Orthodox,10/24/1988,5.1,57,3,54,0.49,63,73,0.2,,,,1.231120096,,
Igor Pokrajac,The Duke,28,13,0,182.88,92.99,187.96,Orthodox,1/2/1979,2.25,45,4.26,40,0.87,29,51,0.2,,,,0.879847235,,
Eryk Anders,Ya Boi,15,8,0,185.42,83.91,190.5,Southpaw,4/21/1987,3.56,47,4.39,50,1.54,24,79,0.1,,,,1.041699658,,
Sam Stout,Hands of Stone,20,12,1,175.26,70.31,177.8,Orthodox,4/23/1984,4.17,28,4.08,57,0.63,38,77,0.1,,,,1.116739609,,
George Roop,,15,13,1,185.42,61.23,182.88,Orthodox,11/10/1981,3.43,34,2.47,60,1.05,57,59,0.1,,,,1.025663383,,
Alex Garcia,The Dominican Nightmare,15,6,0,175.26,77.11,182.88,Orthodox,7/14/1987,1.81,31,3.03,59,3.72,52,66,0.1,,,,0.825468238,,
Matthew Semelsberger,Semi The Jedi,11,6,0,185.42,77.11,190.5,Switch,11/23/1992,4.06,43,4.36,55,1.02,58,50,0.1,,,,1.102445597,,
Aaron Riley,,30,14,1,172.72,70.31,175.26,Southpaw,12/9/1980,3.45,34,3.78,61,1.18,34,60,0.1,,,,1.027070449,,
Mizuto Hirota,Pugnus,18,10,2,170.18,70.31,170.18,Orthodox,5/5/1981,3.36,40,3.5,54,1.36,50,58,0.1,,,,1.015857018,,
Tecia Torres,The Tiny Tornado,13,6,0,154.94,52.16,152.4,Orthodox,8/16/1989,4.74,48,3.59,61,0.66,14,61,0.1,,,,1.186256221,,
Marcin Tybura,Tybur,24,8,0,190.5,112.94,198.12,Orthodox,11/9/1985,3.55,48,3.35,55,1.39,33,79,0.1,,,,1.039535897,,
Rustam Khabilov,Tiger,24,4,0,172.72,70.31,185.42,Orthodox,11/4/1986,1.98,34,2.16,65,3.95,41,61,0.1,,,,0.845148201,,
Duane Ludwig,Bang,21,14,0,177.8,77.11,177.8,Orthodox,8/4/1978,4.62,44,3.05,57,0.43,25,59,0.1,,,,1.170481052,,
Frankie Saenz,,13,7,0,167.64,61.23,167.64,Orthodox,8/12/1980,3.94,47,3.5,52,1.74,31,61,0.1,,,,1.086928541,,
Daniel Rodriguez,D-Rod,17,4,0,185.42,77.11,187.96,Southpaw,12/31/1986,7.3,50,5.28,56,0.62,50,63,0.1,,,,1.502385911,,
Lorenz Larkin,The Monsoon,18,6,0,180.34,77.11,182.88,Orthodox,9/3/1986,3.53,46,2.74,63,0.27,42,79,0.1,,,,1.036623555,,
Blagoy Ivanov,Baga,19,6,0,180.34,113.4,185.42,Southpaw,10/9/1986,3.25,40,4.2,53,0.69,40,61,0.1,,,,1.002278201,,
Eddie Wineland,,24,16,1,170.18,61.23,175.26,Orthodox,6/26/1984,3.4,29,3.76,68,0.34,33,86,0.1,,,,1.021082153,,
Justine Kish,,7,4,0,165.1,56.7,162.56,Orthodox,4/13/1988,4.51,48,4.59,57,0.87,33,50,0.1,,,,1.159481415,,
Brian Ebersole,Bad Boy,51,18,1,182.88,77.11,185.42,Southpaw,11/27/1980,2.32,49,2.14,56,1.7,23,61,0.1,,,,0.887295177,,
Patrick Cummins,Durkin,10,7,0,187.96,92.99,193.04,Orthodox,11/16/1980,4.26,50,3.35,55,4.49,41,28,0.1,,,,1.128270094,,
Holly Holm,The Preacher's Daughter,15,6,0,172.72,61.23,175.26,Southpaw,10/17/1981,3.21,40,2.79,56,0.9,30,78,0.1,,,,0.995614699,,
Israel Adesanya,The Last Stylebender,24,3,0,193.04,83.91,203.2,Switch,7/22/1989,3.93,48,3.11,56,0.05,14,77,0.1,,,,1.084805645,,
Uriah Hall,Prime Time,18,11,0,182.88,83.91,200.66,Orthodox,7/31/1984,3.23,48,3.85,54,0.54,38,64,0.1,,,,0.998743087,,
Kelvin Gastelum,,18,9,0,175.26,77.11,180.34,Southpaw,10/24/1991,3.55,41,3.23,58,0.96,30,59,0.1,,,,1.038662485,,
Maycee Barber,The Future,13,2,0,165.1,56.7,165.1,Switch,5/18/1998,4.6,52,2.72,54,1.14,35,45,0.1,,,,1.168921852,,
Roxanne Modafferi,The Happy Warrior,25,21,0,170.18,56.7,175.26,Orthodox,9/24/1982,3.35,30,5.7,51,1.35,23,30,0.1,,,,1.013925446,,
Jimmie Rivera,El Terror,23,5,0,162.56,61.23,172.72,Orthodox,6/29/1989,4.03,40,3.9,60,0.88,27,92,0.1,,,,1.098052322,,
Yana Santos,,14,8,0,167.64,61.23,172.72,Orthodox,11/11/1989,4.16,56,3.03,50,1.11,53,42,0.1,,,,1.114331711,,
Dominick Cruz,The Dominator,24,4,0,172.72,61.23,172.72,Orthodox,3/9/1985,3.91,33,2.61,70,2.82,42,83,0.1,,,,1.083330093,,
Jamie Mullarkey,,17,6,0,182.88,70.31,187.96,Orthodox,8/17/1994,4.46,47,4.41,54,2.46,34,76,0.1,,,,1.150211838,,
Lauren Murphy,Lucky,16,6,0,165.1,56.7,170.18,Orthodox,7/27/1983,4.05,39,5.25,55,1.03,25,69,0.1,,,,1.098430196,,
Jorge Rivera,El Conquistador,20,9,0,185.42,83.91,185.42,Orthodox,2/28/1972,3.16,48,2.64,54,0.84,50,63,0.1,,,,0.988546829,,
Jonathan Martinez,Dragon,19,4,0,172.72,61.23,177.8,Southpaw,4/20/1994,4.64,50,3.76,58,0.44,41,69,0.1,,,,1.171451711,,
Volkan Oezdemir,No Time,19,7,0,187.96,92.99,190.5,Orthodox,9/19/1989,4.59,47,3.92,55,0.57,33,80,0.1,,,,1.16595997,,
Marc-Andre Barriault,Powerbar,16,6,0,185.42,83.91,187.96,Orthodox,2/18/1990,5.95,47,5.22,53,0.24,25,67,0.1,,,,1.334891555,,
Jared Rosholt,,14,4,0,187.96,120.2,190.5,Orthodox,8/4/1986,2.08,46,1.52,59,1.83,41,66,0.1,,,,0.856200295,,
Daniel Omielanczuk,,19,8,1,182.88,112.04,187.96,Southpaw,8/31/1982,3.09,57,3.29,47,0.56,26,68,0.1,,,,0.981191081,,
Thiago Santos,Marreta,22,11,0,187.96,92.99,193.04,Orthodox,1/7/1984,3.72,48,2.57,53,0.88,33,65,0.1,,,,1.059644525,,
Pannie Kianzad,Banzai,17,7,0,170.18,61.23,167.64,Orthodox,12/8/1991,4.87,49,3.75,53,0.35,30,71,0.1,,,,1.202610088,,
Calvin Kattar,,23,7,0,180.34,65.77,182.88,Orthodox,3/26/1988,5.12,39,7.1,54,0.42,29,91,0.1,,,,1.234610803,,
Shamil Abdurakhimov,Abrek,20,8,0,190.5,106.59,193.04,Orthodox,9/2/1981,2.41,44,3.02,55,1.01,23,45,0.1,,,,0.897852257,,
Josh Emmett,CC0,18,4,0,167.64,65.77,177.8,Orthodox,3/4/1985,4.07,36,4.66,61,0.92,37,46,0.1,,,,1.104665199,,
Rafael Cavalcante,Feijao,12,7,0,185.42,92.99,187.96,Orthodox,4/14/1980,2.71,53,3.62,49,0.6,40,63,0.1,,,,0.935284462,,
Dustin Ortiz,,19,8,0,165.1,56.7,165.1,Orthodox,12/25/1988,2.94,44,2.17,56,3.01,36,52,0.1,,,,0.964108483,,
Drew Dober,,27,12,0,172.72,70.31,177.8,Southpaw,10/19/1988,4.58,40,4.46,51,0.68,17,56,0.1,,,,1.167342026,,
Alexander Hernandez,The Great Ape,14,7,0,175.26,65.77,182.88,Orthodox,10/1/1992,4.63,41,4.9,56,1.2,31,60,0.1,,,,1.174026326,,
Takeya Mizugaki,,21,11,2,170.18,61.23,175.26,Orthodox,12/16/1983,3.37,37,3.27,57,1.46,57,70,0.1,,,,1.016984785,,
Jose Aldo,,31,8,0,170.18,61.23,177.8,Orthodox,9/9/1986,3.57,46,3.74,60,0.49,54,91,0.1,,,,1.041652683,,
Darren Stewart,The Dentist,12,8,0,182.88,92.99,187.96,Orthodox,12/30/1990,3.05,45,3.29,48,1.75,45,67,0.1,,,,0.977172988,,
Walt Harris,The Big Ticket,13,10,0,195.58,113.4,195.58,Southpaw,6/10/1983,3.05,39,3.33,54,0.29,28,70,0.1,,,,0.976788342,,
Alexander Yakovlev,Russian Thunder,24,10,1,190.5,70.31,187.96,Southpaw,7/18/1984,1.74,47,2.41,58,1.66,35,72,0.1,,,,0.813864407,,
Lina Lansberg,Elbow Queen,10,8,0,170.18,61.23,165.1,Orthodox,3/13/1982,2.69,55,3.87,44,0.52,27,47,0.1,,,,0.931918754,,
Ji Yeon Kim,Firefist,9,7,2,170.18,56.7,182.88,Orthodox,10/18/1989,5.37,36,5.41,56,0,0,50,0.1,,,,1.266239532,,
Andre Ewell,Mr. Highlight,17,9,0,172.72,65.77,190.5,Southpaw,1/21/1988,4.28,40,4.87,51,0.36,75,72,0.1,,,,1.13162749,,
Tarec Saffiedine,Sponge,16,7,0,177.8,77.11,177.8,Switch,9/6/1986,4.05,47,3.06,62,0.52,36,84,0.1,,,,1.103471898,,
Shawn Jordan,The Savage,19,8,0,182.88,117.93,190.5,Southpaw,10/21/1984,2.87,50,3.3,47,1.97,38,76,0.1,,,,0.956100986,,
Chris Gutierrez,El Guapo,20,5,2,175.26,61.23,170.18,Orthodox,4/22/1991,5.04,57,2.73,65,0.34,37,71,0.1,,,,1.227287541,,
Devin Clark,Brown Bear,14,8,0,182.88,92.99,190.5,Orthodox,4/12/1990,2.99,55,2.95,43,2.35,33,60,0.1,,,,0.971212818,,
Yves Jabouin,Tiger,20,11,0,170.18,61.23,172.72,Orthodox,5/30/1979,3.06,41,2.93,62,1.94,60,82,0.1,,,,0.979307075,,
Brandon Davis,Killer B,14,10,0,177.8,61.23,182.88,Orthodox,5/8/1990,4.68,35,4.62,58,0.74,42,57,0.1,,,,1.181700782,,
Nicolas Dalby,Danish Dynamite,23,4,1,180.34,77.11,187.96,Orthodox,11/16/1984,4.03,43,3.43,52,1.11,30,60,0.1,,,,1.100671244,,
Petr Yan,No Mercy,16,5,0,170.18,61.23,170.18,Switch,2/11/1993,5.03,53,4.26,59,1.71,52,85,0.1,,,,1.225990328,,
Bill Algeo,Senor Perfecto,18,7,0,182.88,65.77,185.42,Switch,6/9/1989,6.11,52,4.41,47,0.89,46,56,0.1,,,,1.360660209,,
David Loiseau,The Crow,23,11,0,182.88,83.91,193.04,Orthodox,12/17/1979,1.59,44,3.64,43,0.43,42,36,0.1,,,,0.794843103,,
Edson Barboza,Junior,24,11,0,180.34,65.77,190.5,Orthodox,1/21/1986,4.18,45,4.34,57,0.48,50,75,0.1,,,,1.119663324,,
Roy Nelson,Big Country,22,14,0,182.88,119.29,185.42,Orthodox,6/20/1976,2.18,36,4.79,46,1.14,27,65,0.1,,,,0.869245694,,
Conor McGregor,The Notorious,22,6,0,175.26,70.31,187.96,Southpaw,7/14/1988,5.32,49,4.66,54,0.67,55,66,0.1,,,,1.263073249,,
Geoff Neal,Handz of Steel,15,5,0,180.34,77.11,190.5,Southpaw,8/28/1990,5.22,50,5.6,58,0.51,44,87,0.1,,,,1.251281592,,
Khalil Rountree Jr.,,13,5,0,185.42,92.99,193.04,Southpaw,2/26/1990,3.73,38,4.16,50,0,0,56,0.1,,,,1.064741648,,
Junior Dos Santos,Cigano,21,9,0,193.04,107.95,195.58,Orthodox,1/30/1984,4.49,47,3.33,56,0.3,50,81,0.1,,,,1.161166235,,
Krzysztof Jotko,,24,6,0,185.42,83.91,195.58,Southpaw,8/19/1989,2.98,42,2.23,57,1.33,39,82,0.1,,,,0.971486552,,
Joanna Jedrzejczyk,,16,5,0,167.64,52.16,165.1,Orthodox,8/18/1987,6.28,48,3.25,62,0.27,62,80,0.1,,,,1.387466031,,
Quinton Jackson,Rampage,37,12,0,185.42,92.99,185.42,Orthodox,6/20/1978,3.25,54,2.51,55,1.52,56,73,0.1,,,,1.006292237,,
Sam Alvey,Smile'N,33,18,1,187.96,83.91,190.5,Southpaw,5/6/1986,3.28,44,3.63,52,0.06,14,82,0.1,,,,1.009807747,,
Angela Hill,Overkill,16,13,0,160.02,52.16,162.56,Orthodox,1/12/1985,5.44,50,4.94,61,0.73,34,75,0.1,,,,1.283670582,,
Tim Sylvia,The Maine-iac,31,10,0,203.2,120.2,203.2,Orthodox,3/5/1976,4.23,41,2.61,61,0.11,100,75,0.1,,,,1.131119837,,
Jennifer Maia,,21,10,1,162.56,56.7,162.56,Orthodox,10/6/1988,4.35,38,4.52,55,0.42,27,58,0.1,,,,1.14717887,,
Michael Johnson,The Menace,22,19,0,177.8,70.31,185.42,Southpaw,6/4/1986,4.28,39,3.91,58,0.46,38,80,0.1,,,,1.138912686,,
Kamaru Usman,The Nigerian Nightmare,20,4,0,182.88,77.11,193.04,Switch,5/11/1987,4.36,52,2.74,54,2.82,45,89,0.1,,,,1.149651731,,
Vladimir Matyushenko,The Janitor,27,8,0,182.88,92.99,187.96,Orthodox,1/4/1971,1.9,44,1.62,59,3.25,46,70,0.1,,,,0.836198379,,
Jamie Pickett,The Night Wolf,13,10,0,187.96,83.91,203.2,Orthodox,8/29/1988,2.84,48,3.92,49,1.44,40,69,0.1,,,,0.954410622,,
Sean Santella,Shorty Rock,17,6,1,165.1,56.7,,,,0,0,0,0,0,0,0,0,,,,0.593950032,,
Kristof Midoux,The Hurricane,6,10,0,185.42,99.79,,Orthodox,7/30/1974,0.7,43,2.89,49,0,0,0,0,,,,0.683141664,,
John Gunther,The Machine,5,1,0,175.26,70.31,182.88,Orthodox,11/24/1985,1.65,37,3.72,46,7.08,42,0,0,,,,0.803870949,,
Anatoly Tokov,,25,2,0,177.8,83.91,,,,3.51,72,0.54,66,2.03,100,100,0,,,,1.037076216,,
Tom Tuggle,The Law,0,3,0,187.96,113.4,,Orthodox,,0,0,2.14,0,32.14,100,0,0,,,,0.591508417,,
Iony Razafiarison,,2,1,0,160.02,65.77,,,,1.2,42,1.4,53,2,50,75,0,,,,0.724996084,,
Kiril Sidelnikov,,11,4,0,180.34,104.33,,,,2.87,28,4.48,61,0,0,0,0,,,,0.945591533,,
Michael Byrnes,,5,3,0,180.34,70.31,,,,0,0,0,0,0,0,0,0,,,,0.565667286,,
Geraldo de Freitas,Spartan,12,6,0,170.18,61.23,182.88,Orthodox,9/30/1991,3.67,52,2.62,50,3,45,59,0,,,,1.052164106,,
Buck Meredith,,3,3,0,187.96,83.91,,,,0,0,0,0,0,0,0,0,,,,0.565825703,,
Tony Bonello,The Gun,16,3,1,187.96,83.91,,,,0.62,33,12.62,10,0,0,0,0,,,,0.648168323,,
Adam Khaliev,,6,0,0,182.88,77.11,,Orthodox,4/16/1984,0,0,0,0,0,0,0,0,,,,0.566732675,,
Dakota Cochrane,,29,12,0,172.72,70.31,,,,2.66,75,2.66,30,4.43,33,0,0,,,,0.918025405,,
Donald Sanchez,,31,17,0,177.8,65.77,,,,0.58,50,1.16,55,0,0,50,0,,,,0.642420971,,
Felipe dos Santos,Lipe Detona,7,1,0,170.18,56.7,177.8,Orthodox,9/11/2000,6.6,32,7.47,38,0,0,0,0,,,,1.435311913,,
Eric Schwartz,,2,0,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.565941723,,
Matt Lee,,14,10,1,180.34,70.31,,Orthodox,,0,0,9.68,21,0,0,0,0,,,,0.566399182,,
Antwain Britt,The Juggernaut,11,6,0,185.42,92.99,195.58,,,1.46,39,2.81,44,1.56,40,50,0,,,,0.759563171,,
Mike Minniger,,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.566418499,,
Chris Barnett,Beastboy,23,8,0,175.26,120.2,190.5,Orthodox,6/14/1986,4.41,48,5.87,40,0,0,33,0,,,,1.148699416,,
Ray Seraille,,8,9,0,190.5,111.58,,,,5.29,27,17.65,41,0,0,0,0,,,,1.266021856,,
Jason Sharp,,3,3,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.56672855,,
Adam Yandiev,Boroda,9,1,0,175.26,83.91,187.96,Orthodox,8/7/1988,0.18,8,6.14,36,0,0,25,0,,,,0.591020364,,
JW Wright,,1,0,0,,58.97,,,,0,0,0,0,0,0,0,0,,,,0.567648316,,
Andrew Valladerez,,5,7,0,,61.23,,,,0,0,0,0,0,0,0,0,,,,0.568109169,,
Bahatebole Batebolati,Lion King,8,1,1,180.34,70.31,180.34,Southpaw,9/12/1997,4.34,47,4.62,64,2.04,100,100,0,,,,1.141892426,,
Andre Mussi,,11,5,0,190.5,109.77,,Orthodox,,0,0,10.59,35,0,0,0,0,,,,0.568540608,,
Helena Crevar,,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.569002937,,
Al Matavao,Sweetness,8,3,0,172.72,92.99,170.18,Orthodox,2/23/1994,7.84,46,6.7,58,0,0,0,0,,,,1.602192482,,
Thomas Longacre,,6,1,0,175.26,65.77,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.568508706,,
Marcus Kowal,,3,1,1,,61.23,,,,0,0,0,0,0,0,0,0,,,,0.568971965,,
Joey Gilbert,,2,3,0,180.34,70.31,,Orthodox,6/5/1976,0.61,42,4.44,31,0,0,0,0,,,,0.650144754,,
Lucrezia Ria,,8,2,0,167.64,56.7,,Orthodox,6/24/1992,4.07,46,4.4,45,1,33,0,0,,,,1.108055613,,
Sean Bassett,,0,4,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.569903778,,
Jonathan  Mix,,7,4,0,182.88,76.2,,,,0,0,0,0,0,0,0,0,,,,0.57036922,,
Chad Laprise,The Disciple,13,4,0,177.8,77.11,180.34,Orthodox,7/23/1986,4.78,42,3.59,65,1.05,54,78,0,,,,1.201979421,,
Quillan Salkilld,,4,1,0,182.88,70.31,193.04,Orthodox,12/28/1999,0,0,0,0,0,0,0,0,,,,0.570828346,,
Reza Arianto,The Crazy Lion,5,0,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.571295308,,
Ryan Jimmo,The Big Deal,19,5,0,185.42,92.99,185.42,Orthodox,11/27/1981,3.12,66,2.77,46,0.45,28,87,0,,,,0.983187566,,
Jean Silva,Lord Assassin,11,2,0,170.18,65.77,175.26,Orthodox,12/13/1996,5.8,48,4.73,55,1,33,100,0,,,,1.336997073,,
Larry Cureton,,0,2,0,187.96,108.86,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.571820461,,
Jansey Silva,Jones,7,2,0,187.96,83.91,170.18,Orthodox,5/30/1995,0.46,40,2.32,33,0,0,0,0,,,,0.632971062,,
Brad Tavares,,20,9,0,185.42,83.91,187.96,Orthodox,12/21/1987,3.38,43,3.03,56,0.81,26,82,0,,,,1.018332986,,
Sumit Kumar,The Indian Kid,8,1,0,165.1,56.7,167.64,Orthodox,9/9/2000,2.8,24,4.67,46,6,30,60,0,,,,0.941980406,,
Yuhi Sano,,0,4,0,180.34,110.22,,Orthodox,2/2/1965,0,0,0,0,0,0,0,0,,,,0.571217639,,
Chris Brown,,10,1,0,,77.11,,,,0,0,0,0,0,0,0,0,,,,0.571686527,,
Nick Fiore,,6,2,0,177.8,70.31,182.88,Orthodox,12/10/1997,2.83,46,7.93,42,2.5,45,71,0,,,,0.943843991,,
Andy Anderson,The Hammer,0,1,0,167.64,108.86,,,,0,0,0,0,0,0,0,0,,,,0.57167726,,
Fabiola Pidroni,The Queen,5,0,0,,52.16,,,,0,0,0,0,0,0,0,0,,,,0.572147351,,
Satoshi Honma,,4,6,3,185.42,92.99,,Orthodox,5/19/1968,0,0,0,0,0,0,0,0,,,,0.572618216,,
Eduardo Garagorri,,13,2,0,175.26,65.77,177.8,Orthodox,5/28/1989,3.42,51,2.36,58,0.48,100,61,0,,,,1.020865668,,
Bruno Oliveira,,8,2,0,193.04,92.99,203.2,Orthodox,5/2/1984,3.44,33,4.92,54,0,0,0,0,,,,1.023804558,,
Rolles Gracie,,8,4,0,193.04,109.77,,Orthodox,7/14/1978,2.3,32,3.38,55,2.3,10,0,0,,,,0.874950174,,
Emily Fernandez,,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.572823473,,
Lacey Schuckman,,11,10,0,160.02,56.7,,,,0,0,0,0,0,0,0,0,,,,0.573295811,,
Ottman Azaitar,Bulldozer,13,2,0,172.72,70.31,180.34,Switch,2/20/1990,5.73,51,4.96,48,0,0,100,0,,,,1.323684867,,
Mike Campbell,The Beast,13,4,0,175.26,70.31,,Southpaw,,1.4,26,1.4,63,5.26,100,0,0,,,,0.757285865,,
Chad Corvin,The Brave Warrior,5,0,0,195.58,115.67,,,,0,0,0,0,0,0,0,0,,,,0.570910443,,
Ray Perales,Relentless,13,22,0,177.8,77.11,,Orthodox,,0.18,25,2.39,32,0,0,33,0,,,,0.595045345,,
Anvar Boynazarov,The Uzbek,3,1,0,175.26,65.77,,Orthodox,1/10/1989,0,0,7.83,29,0,0,0,0,,,,0.5718547,,
Anthony Morrison,Cheesesteak,20,12,0,170.18,65.77,,Orthodox,3/29/1984,1.7,33,0.49,80,0,0,50,0,,,,0.79546658,,
David Douglas,Tarzan,9,7,0,180.34,70.31,,,,0,0,0,0,0,0,0,0,,,,0.572739307,,
Tyson Nam,,21,14,1,170.18,56.7,172.72,Orthodox,10/6/1983,3.87,33,4.97,65,0,0,87,0,,,,1.080667791,,
Peter Danesoe,The Asian Viking,6,3,0,175.26,56.7,172.72,Orthodox,9/1/2000,4.98,54,7.02,37,0,0,62,0,,,,1.227169693,,
Hamdy Abdelwahab,The Hammer,5,0,0,187.96,119.75,182.88,Southpaw,1/22/1993,3.87,52,3.13,59,3,75,0,0,,,,1.082521054,,
Nick Meregali,,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.57301155,,
Juan Andres Luna,,12,1,0,170.18,56.7,182.88,Orthodox,8/20/1995,3.27,31,3,65,0,0,0,0,,,,1.002503362,,
Leon Shahbazyan,,7,2,0,193.04,77.11,187.96,Orthodox,11/18/1995,6.33,52,8.18,32,1.46,50,0,0,,,,1.404841348,,
Gokhan Saki,The Rebel,1,2,0,182.88,92.99,185.42,Orthodox,10/19/1983,7.09,58,4.57,53,0,0,100,0,,,,1.504503049,,
Justin Smitley,,10,7,1,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.573027935,,
Steve Ramirez,,5,2,0,170.18,56.7,,,,0,0,0,0,0,0,0,0,,,,0.573503764,,
Bill Cooper,,2,1,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.573980385,,
Scott Graham,,3,1,0,193.04,83.91,,Orthodox,,0.91,42,2.27,28,0,0,0,0,,,,0.694229577,,
Enson Inoue,Yamato Damashii,12,8,0,177.8,95.25,,Orthodox,4/15/1967,1.7,63,1.88,30,0,0,33,0,,,,0.798545526,,
Antonio McKee,Mandingo,29,6,2,172.72,70.31,,Southpaw,3/12/1970,1.37,45,0.74,74,1.47,33,57,0,,,,0.755511963,,
Brandon Saling,White Steel,8,6,0,177.8,77.11,,,,2.88,40,6.08,20,0,0,57,0,,,,0.95381932,,
Bertrand Amoussou,,1,1,0,172.72,86.18,,Orthodox,,6.75,39,2.01,83,0,0,0,0,,,,1.46369042,,
Razak Al-Hassan,,13,5,0,187.96,92.99,,Orthodox,5/14/1982,3.27,39,3.14,60,0.65,14,57,0,,,,1.006974947,,
Julian Sanchez,,0,1,0,190.5,136.08,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.57469093,,
Israel Albuquerque,,0,3,0,,83.91,,Orthodox,,0.32,13,3.34,25,0,0,0,0,,,,0.617458986,,
Helio Dipp,,6,3,0,195.58,83.91,,Orthodox,,0.6,25,1.8,62,0,0,50,0,,,,0.654882599,,
Brad Katona,Superman,15,2,0,167.64,61.23,162.56,Orthodox,12/19/1991,4.8,51,4.57,50,1,20,50,0,,,,1.209578092,,
Santo Curatolo,,6,2,0,160.02,56.7,157.48,Southpaw,1/18/1995,1.4,39,6.07,34,2,33,100,0,,,,0.760939581,,
Houston Dorr,,1,2,0,185.42,95.25,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.575397736,,
Alan Omer,,20,5,0,177.8,65.77,,Orthodox,9/14/1988,3.49,55,2.21,64,1.69,42,66,0,,,,1.036522444,,
