name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,,,PREDICTED AVERAGE TAKEDOWNS LANDED PER 15 MINUTES,UNIQUE HEIGHTS,UNIQUE WEIGHTS
Rob McCullough,Razor,19,8,0,175.26,70.31,175.26,Orthodox,5/26/1977,2.47,36,2.84,59,0.46,100,68,0,,,,0.897069473,,
Juliana Lima,Ju Thai,9,5,0,165.1,52.16,165.1,Orthodox,3/15/1982,1.94,44,2.11,55,1.72,31,70,0,,,,0.831715243,,
Azat Maksum,Qazaq,17,0,0,170.18,56.7,177.8,Southpaw,2/2/1995,3.07,24,5.4,61,2,18,0,0,,,,0.971143802,,
Carlos Zevallos,,3,4,0,182.88,92.99,,Orthodox,,4.36,65,2.28,68,0,0,100,0,,,,1.129869304,,
Tony Petarra,,2,3,1,180.34,88.9,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.589586479,,
JJ Aldrich,,13,6,0,165.1,56.7,170.18,Southpaw,9/29/1992,4.05,46,4.53,60,0.71,25,66,0,,,,1.093557431,,
Cole Escovedo,Apache Kid,17,9,0,170.18,61.23,182.88,Orthodox,8/30/1981,1.77,43,4.32,49,0.43,33,13,0,,,,0.810729603,,
Riki Fukuda,,24,9,0,182.88,83.91,185.42,Southpaw,1/6/1981,4.24,43,3.71,64,2.17,43,70,0,,,,1.118128071,,
Willamy Freire,Chiquerim,26,6,0,172.72,70.31,,Orthodox,7/28/1987,1.53,37,0.93,62,0.5,100,73,0,,,,0.780497634,,
Junye Gao,,19,12,0,,56.7,,,,0,0,0,0,0,0,0,0,,,,0.5912749,,
David Bielkheden,,24,12,0,177.8,70.31,180.34,Orthodox,6/6/1979,1.11,57,1.64,54,2.65,63,14,0,,,,0.729527162,,
WonBin Ki,The Danger,17,9,0,180.34,70.31,185.42,Orthodox,2/11/1991,5.47,47,3.24,55,0,0,0,0,,,,1.26790764,,
Kaitlin Young,,7,9,1,175.26,61.23,,Orthodox,9/15/1985,2.83,26,6.33,51,2.5,100,0,0,,,,0.942429733,,
Casey Huffman,Hellbent,3,1,0,190.5,83.91,,,,0,0,0,0,0,0,0,0,,,,0.588322527,,
Bo Cantrell,Redrum,10,10,0,187.96,106.59,,Orthodox,2/8/1969,3.16,16,12.63,0,0,0,0,0,,,,0.982202655,,
Rico Farrington,The Triggerman,7,3,0,193.04,77.11,200.66,Southpaw,6/19/1989,6.33,41,7.2,51,0,0,20,0,,,,1.378082911,,
Paul Jones,,11,1,1,175.26,90.26,,Orthodox,6/16/1963,0,0,0,0,0,0,0,0,,,,0.588911121,,
Gabe Lemley,,13,9,0,172.72,70.31,,Orthodox,,0.82,35,6.03,45,0,0,0,0,,,,0.692751946,,
Yuri Vaulin,,0,1,0,193.04,89.36,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.590919946,,
Shane Howell,,13,10,0,172.72,56.7,,Orthodox,11/28/1983,1.27,32,2.55,42,0,0,20,0,,,,0.750700443,,
AJ Fonseca,,5,4,0,162.56,65.77,,,,0,0,0,0,0,0,0,0,,,,0.592890876,,
Donavon Frelow,,6,3,0,170.18,61.23,,Orthodox,1/20/1985,2.4,27,3.2,52,1,100,26,0,,,,0.893114385,,
Jason Tan,,5,3,0,177.8,77.11,,Orthodox,12/17/1981,0.69,29,7.37,18,0,0,0,0,,,,0.67985014,,
Joe Son,,0,4,0,162.56,107.05,,Orthodox,11/22/1970,0,0,0,0,0,0,0,0,,,,0.594846184,,
Zach Rosol,,3,2,0,,110.22,,,,0,0,14.21,25,0,0,0,0,,,,0.595888231,,
Chris Liguori,,15,10,0,175.26,83.91,,Orthodox,,0.29,33,1.44,0,0,0,50,0,,,,0.632899944,,
Zelim Imadaev,,8,3,0,182.88,77.11,193.04,Orthodox,1/25/1995,2.91,36,4.35,43,0.38,50,60,0,,,,0.958262158,,
Garrett Gross,,11,7,0,175.26,70.31,,Orthodox,8/8/1988,2.39,45,1.67,46,0,0,52,0,,,,0.89446176,,
Andreas Stahl,Real Steel,10,4,0,180.34,77.11,,Orthodox,5/20/1988,2.83,37,4.74,57,1.55,66,80,0,,,,0.949872801,,
Jeremia Siregar,The Teacher,6,3,0,157.48,56.7,160.02,Orthodox,7/27/1991,2.8,42,7.37,29,0,0,75,0,,,,0.945518346,,
Joe Slick,,16,5,3,182.88,90.26,,Orthodox,10/17/1977,0,0,0,0,0,0,0,0,,,,0.599327303,,
Chris Barnhizer,,2,3,0,,,,,,0,0,0,0,0,0,0,0,,,,0.600383715,,
Ross Pointon,The Gladiator,6,17,0,172.72,77.11,,Orthodox,2/18/1980,2.62,23,2.77,58,1.19,100,0,0,,,,0.925095511,,
Jonas Bilharinho,,9,1,1,180.34,65.77,190.5,Switch,5/22/1990,3.71,60,3.36,57,0,0,100,0,,,,1.059445996,,
Andy Enz,Tank Mode,10,4,0,190.5,83.91,198.12,Orthodox,8/15/1991,3.51,23,5.32,57,0,0,58,0,,,,1.03622908,,
Michael Knaap,Hammer,18,22,3,187.96,99.79,,Orthodox,2/27/1984,0,0,0,0,0,0,0,0,,,,0.602011473,,
Theo Rlayang,Jungle King,5,1,0,170.18,65.77,165.1,Orthodox,8/10/1994,5.93,48,8.4,40,2,40,0,0,,,,1.337643647,,
Carl Malenko,,6,4,0,180.34,90.72,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.603432266,,
Chelsea Chandler,,5,2,0,172.72,65.77,172.72,Southpaw,11/23/1990,3.12,45,3.06,42,0.78,33,33,0,,,,0.988754953,,
Alexander Crispim,,8,6,0,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.604618749,,
Chris Coggins,,7,10,0,,,,,,0,0,0,0,0,0,0,0,,,,0.605692927,,
Michel Quinones,El Capo,8,3,0,177.8,70.31,185.42,Orthodox,12/22/1984,2.91,29,5.98,48,0,0,36,0,,,,0.963904448,,
Michal Martinek,,7,1,0,187.96,104.33,,Southpaw,4/19/1990,2.45,53,4.29,51,0,0,0,0,,,,0.908441076,,
Dion Staring,Soldier,35,14,0,185.42,106.59,,Orthodox,6/9/1978,1.09,37,5,47,0,0,33,0,,,,0.7421453,,
Chris Herrera,The Crusher,3,2,1,177.8,83.91,,,,2.04,37,3.35,48,1.8,100,100,0,,,,0.859665583,,
Kai Kara-France,Don't Blink,24,11,0,162.56,56.7,175.26,Orthodox,3/26/1993,4.57,39,3.24,65,0.63,33,88,0,,,,1.169461906,,
Deshaun Johnson,,6,9,0,,75.75,,,,2.27,41,6.67,43,0,0,0,0,,,,0.887572511,,
Khomkrit Niimi,The Bumblebee,6,10,0,157.48,56.7,,,,0,0,5.73,44,0,0,0,0,,,,0.609012505,,
Booker DeRousse,,6,5,0,187.96,92.99,,,,0,0,0,0,0,0,0,0,,,,0.610101222,,
Nick Agallar,,24,6,0,172.72,70.31,,Orthodox,1/13/1979,0.69,11,4.56,42,0,0,0,0,,,,0.695801134,,
Tim Lajcik,The Bohemian,7,6,1,185.42,102.06,,Orthodox,6/21/1965,0,0,0,0,0,0,0,0,,,,0.612252957,,
Osamu Tachihikari,,0,4,0,195.58,136.08,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.613352816,,
Kyle Bolt,,8,4,0,187.96,83.91,,,,7.27,52,7.27,45,0,0,0,0,,,,1.501061834,,
Jess Bouscal,,3,2,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.612846275,,
Charalampos Grigoriou,Ferocious,8,3,0,170.18,61.23,170.18,Orthodox,3/31/1992,13,65,4,63,0,0,0,0,,,,2.21547061,,
Joey Armstrong,,5,2,0,,,,,,0,0,0,0,0,0,0,0,,,,0.606364264,,
Ozzy Diaz,,7,2,0,193.04,83.91,200.66,Orthodox,11/22/1990,1.65,32,3.91,44,0,0,0,0,,,,0.818116541,,
Jordan Dowdy,,4,3,0,,77.11,,,,2.11,44,2.63,50,0,0,0,0,,,,0.877644915,,
Rafael Rios,,4,2,0,,68.04,,,,0,0,0,0,0,0,0,0,,,,0.609261171,,
Jeremiah Riggs,,7,8,0,182.88,83.91,,,,0,0,0,0,0,0,0,0,,,,0.610372696,,
Ibragim Magomedov,,22,8,1,182.88,113.4,,Orthodox,,0.26,4,3.86,42,0,0,0,0,,,,0.644537303,,
Ben Wall,Manimal,8,7,1,177.8,70.31,,Orthodox,3/25/1989,1.47,29,8.53,29,0,0,100,0,,,,0.799117721,,
Te Edwards,,6,3,0,172.72,70.31,182.88,Orthodox,9/11/1990,1.5,41,4.15,44,0.72,100,44,0,,,,0.803768762,,
Dos Caras Jr.,,9,5,0,193.04,102.06,,Orthodox,5/25/1977,0.77,23,1.2,59,0,0,72,0,,,,0.711309008,,
Kaiwen,The Underdog,12,5,0,175.26,65.77,182.88,Switch,10/16/1995,4.57,54,3.65,57,0,0,90,0,,,,1.193316836,,
Donovan Beard,The Highlight Reel,7,2,0,187.96,83.91,198.12,Orthodox,11/5/1989,0,0,5.77,28,0,0,0,0,,,,0.614746078,,
Thaddeus Luster,,0,1,0,190.5,95.25,,,,0,0,0,0,0,0,0,0,,,,0.615876843,,
Jay Cucciniello,,8,1,0,170.18,70.31,,Orthodox,7/23/1986,0.93,21,4.73,36,0,0,71,0,,,,0.7348208,,
Simon Biyong,,7,1,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.618088292,,
Alexander Munoz,,7,2,0,175.26,70.31,182.88,Switch,2/27/1990,3.7,42,4.73,55,3,40,100,0,,,,1.086382531,,
Nicdali Rivera-Calanoc,The Night Queen,9,10,0,160.02,47.63,,,,1.82,20,2.42,78,0,0,0,0,,,,0.847272918,,
Stephanie Frausto,Lil Bovy,8,7,0,157.48,52.16,154.94,Orthodox,9/20/1990,1.43,21,3.57,60,0,0,0,0,,,,0.799142972,,
Rocky Long,,21,37,1,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.620538328,,
Chris Avila,,5,4,0,177.8,65.77,,Orthodox,1/16/1993,2.37,30,4.17,48,0,0,46,0,,,,0.918528301,,
Keenan Raymond,,3,3,0,,74.84,,,,0,0,0,0,0,0,0,0,,,,0.622500805,,
Fabricio Guerreiro,,21,5,0,177.8,65.77,,,,1.87,31,2.2,67,2,50,0,0,,,,0.85749039,,
Viktoriia Dudakova,,8,0,0,165.1,52.16,170.18,Orthodox,1/26/1999,3.14,52,2.45,50,2.45,41,50,0,,,,1.015203167,,
Hiroyuki Abe,Abe Ani,8,15,3,167.64,65.77,,Orthodox,,1.71,36,3.11,63,0,0,33,0,,,,0.83499301,,
Alexandre Barros,Baixinho,22,11,0,175.26,77.11,,Southpaw,11/19/1976,0.98,40,4.05,36,1.84,50,100,0,,,,0.744799113,,
Billy Miles,The Kid,2,2,0,177.8,77.11,,Orthodox,4/28/1978,0,0,1.25,33,0,0,0,0,,,,0.620959939,,
Frank Megallon,,2,3,0,177.8,83.91,,Southpaw,,1.14,21,5.32,54,0,0,0,0,,,,0.764296966,,
Shimon Smotritsky,The Assassin,8,2,0,187.96,77.11,187.96,Orthodox,8/22/2000,3.52,34,8.67,56,3.52,33,50,0,,,,1.061688489,,
Lukasz Sajewski,Wookie,13,3,0,172.72,70.31,180.34,Orthodox,11/27/1990,2.06,35,3.88,57,1.01,25,66,0,,,,0.877353823,,
Pat Audinwood,Awesomely Awesome,11,2,1,182.88,70.31,,Orthodox,4/16/1986,1.17,12,4.31,41,0.8,50,0,0,,,,0.766965296,,
Bobby Sanchez,The Kid,10,35,0,170.18,70.31,,Orthodox,,0,0,0,100,0,0,100,0,,,,0.621977866,,
Luis Gomez,Tiger Junior,4,1,0,170.18,65.77,172.72,Orthodox,1/28/1995,1.57,33,4.03,55,4.48,50,33,0,,,,0.817244861,,
Sean Wilson,P-Town,36,29,0,172.72,65.77,,,,1.01,31,5.88,62,0,0,0,0,,,,0.74389384,,
Roman Kopylov,,12,2,0,182.88,83.91,190.5,Southpaw,5/4/1991,4.72,53,4.11,60,0.47,50,92,0,,,,1.204304345,,
Marcin Wrzosek,The Polish Zombie,12,4,0,175.26,70.31,,,,3.47,43,4.07,43,3,25,33,0,,,,1.050761842,,
Marlon Sims,,3,4,0,,77.11,,,,0,0,0,0,0,0,0,0,,,,0.618811039,,
Kathryn Paprocki,,3,2,0,160.02,52.16,160.02,Orthodox,4/28/1993,1,23,4.27,43,0,0,0,0,,,,0.74342013,,
Michael Page,Venom,12,0,0,187.96,77.11,,,,4.53,76,0.45,77,3.4,100,100,0,,,,1.179540097,,
Ramon Taveras,The Savage,9,2,0,172.72,61.23,177.8,Southpaw,1/9/1994,7.2,58,6.17,66,0,0,0,0,,,,1.500962053,,
Carlo Pedersoli Jr.,Semento,11,3,0,180.34,77.11,190.5,Southpaw,6/8/1993,4.17,37,4.12,61,2.91,44,0,0,,,,1.135383009,,
Matt Dixon,Magic,9,1,0,177.8,77.11,190.5,Switch,10/9/1995,1.97,43,4.56,37,3.06,30,0,0,,,,0.861431652,,
Nursulton Ruziboev,Black,35,8,2,195.58,83.91,193.04,Orthodox,11/19/1993,4.68,66,2.34,40,11.69,100,0,0,,,,1.192648004,,
Talita Nogueira,Treta,6,0,0,177.8,65.77,,,,0,0,0,0,0,0,0,0,,,,0.617373962,,
Ketlen Souza,Esquentadinha,13,4,0,160.02,56.7,160.02,Orthodox,8/18/1994,0,0,1.71,70,0,0,0,0,,,,0.618541744,,
Isao Kobayashi,,21,4,4,172.72,65.77,,,,1.01,33,1.66,45,2.17,100,100,0,,,,0.737974798,,
Dakota Bush,,8,4,0,177.8,70.31,185.42,Orthodox,6/9/1994,2.77,38,4.42,41,2.4,33,0,0,,,,0.942795076,,
Steven Graham,,2,1,0,185.42,131.54,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.616520643,,
Mizuki,,15,6,0,160.02,52.16,165.1,Orthodox,8/19/1994,4.56,50,5.62,48,0.33,14,85,0,,,,1.150945932,,
Justin McCully,The Insane One,11,5,2,185.42,102.06,185.42,Orthodox,2/18/1976,1.58,37,2.02,46,1.28,44,43,0,,,,0.803098887,,
Jose Alday,Pochito,14,6,1,170.18,61.23,172.72,Orthodox,9/14/1991,3.13,44,3.13,58,0,0,57,0,,,,0.9845487,,
Gerard Gordeau,,2,2,0,195.58,97.98,,Orthodox,3/30/1959,0,0,0,0,0,0,0,0,,,,0.617680665,,
Josh Shockman,The War Hammer,6,3,0,193.04,106.59,,Southpaw,12/29/1980,0.87,32,0.87,58,0,0,23,0,,,,0.720948241,,
Rhys McKee,Skeletor,10,5,1,187.96,77.11,198.12,Orthodox,9/10/1995,6.06,48,9.47,44,0,0,33,0,,,,1.330009994,,
Carter Williams,The Beast,4,5,0,185.42,120.2,,Orthodox,,1.55,36,2.32,58,2.9,33,100,0,,,,0.802388092,,
Javy Ayala,Eye Candy,10,5,0,185.42,120.2,,,,0.83,25,5,33,0,0,0,0,,,,0.714804849,,
Augusto Sakai,,16,5,1,190.5,120.2,195.58,Orthodox,5/9/1991,4.6,49,3.83,48,0.23,40,56,0,,,,1.161681844,,
Jeff Cox,The Grinder,10,7,0,177.8,70.31,,Orthodox,8/2/1968,0.56,25,1.69,33,4.23,50,80,0,,,,0.684083632,,
Jason Suttie,Nobunaga,0,1,0,182.88,95.25,,Orthodox,8/7/1973,2.07,83,4.97,36,0,0,0,0,,,,0.859698423,,
Collin Anglin,,8,3,0,175.26,65.77,180.34,Orthodox,2/20/1993,4.59,48,5.54,51,2.28,66,100,0,,,,1.162590154,,
Denis Sobolev,,4,7,0,190.5,97.98,,Orthodox,,0,0,5.45,33,0,0,0,0,,,,0.612538966,,
Jin Oh Kim,,0,4,0,175.26,92.99,,Orthodox,,5.06,25,8.43,50,0,0,66,0,,,,1.215936483,,
Adli Edwards,,4,1,0,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.613455911,,
Joshua Wang-Kim,Twin Dragon,5,2,0,175.26,61.23,180.34,Switch,11/16/1992,2.95,40,4.43,60,1.17,100,66,0,,,,0.967133376,,
Elisha Helsper,Knuckles,0,4,0,167.64,61.23,,Orthodox,2/6/1983,0,0,0,0,0,0,0,0,,,,0.614499209,,
Ryan Parker,,0,1,0,190.5,106.59,,Southpaw,,0,0,0,0,0,0,0,0,,,,0.615684765,,
Billy Goff,,9,2,0,177.8,77.11,182.88,Switch,6/18/1998,10.22,46,4.3,64,4.04,40,100,0,,,,1.832372161,,
Lu Zhengyong,,12,7,0,,56.7,,,,0,0,0,0,0,0,0,0,,,,0.622258776,,
Jean Silva,White Bear,19,12,3,167.64,72.57,,Orthodox,10/8/1977,0.73,22,2.93,52,0,0,0,0,,,,0.707391381,,
Wes Shivers,,7,1,0,203.2,,,,,0,0,0,0,0,0,0,0,,,,0.624621859,,
Brandon Lewis,,6,2,0,162.56,61.23,177.8,Orthodox,8/2/1997,2.17,29,3.63,53,1,15,20,0,,,,0.874299502,,
Josh Paiva,,8,2,0,167.64,56.7,,,,0,0,0,0,0,0,0,0,,,,0.625711597,,
Issac DeJesus,,12,7,1,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.626934208,,
Filip Pejic,,12,2,2,172.72,61.23,,Orthodox,7/21/1992,0,0,0.88,33,0,0,0,0,,,,0.628161607,,
Alex Reyes,The Executioner,13,4,0,180.34,70.31,185.42,Orthodox,10/2/1986,4.04,39,10.91,40,0,0,0,0,,,,1.088672383,,
Mark Eddiva,,6,3,0,172.72,65.77,172.72,Orthodox,2/16/1986,3.37,45,2.98,54,1.45,22,63,0,,,,1.014218937,,
Murad Chunkaiev,,8,4,0,180.34,83.91,,Orthodox,,0.85,16,3.41,66,8.53,100,0,0,,,,0.726311934,,
Gilbert Aldana,El Peligro,6,2,0,185.42,113.4,,Orthodox,8/25/1977,2.91,54,6.26,26,2.57,40,33,0,,,,0.954544809,,
Kelly Faszholz,,4,2,0,172.72,61.23,,Orthodox,4/9/1985,4.01,48,3.61,52,0,0,44,0,,,,1.079916624,,
Ryan Bastianelli,Relentless,6,7,0,165.1,61.23,,,,0,0,0,0,0,0,0,0,,,,0.616057856,,
Jinensibieke Asikeerbai,,36,11,0,167.64,70.31,175.26,Orthodox,7/10/1988,2,50,10,0,0,0,0,0,,,,0.849072489,,
Nurullo Aliev,Tajik Eagle,9,0,0,177.8,70.31,182.88,Orthodox,12/8/2000,2.5,51,0.46,59,3.06,44,0,0,,,,0.907919732,,
Danny Davis,,13,11,1,187.96,77.11,,,,0,0,0,0,0,0,0,0,,,,0.616299055,,
Shin Haraguchi,,7,0,0,167.64,70.31,172.72,Switch,11/27/1998,2.99,70,0.65,39,14.01,80,0,0,,,,0.962661956,,
John Matua,,1,4,0,187.96,181.44,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.608694687,,
Reza Nasri,,0,1,0,180.34,92.99,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.609899377,,
Aaron Trujillo,,0,1,0,165.1,56.7,,,,0,0,0,0,0,0,0,0,,,,0.611108845,,
Atsushi Yamamoto,,19,11,3,167.64,63.05,,Orthodox,10/2/1980,1.97,39,1.27,70,1.12,33,100,0,,,,0.833343939,,
Akira Kikuchi,,16,4,0,172.72,70.31,,Orthodox,7/23/1978,3.67,56,0.4,14,2,40,100,0,,,,1.023777231,,
Marcelo Brito,Jungle Boy,13,8,0,185.42,77.11,,Orthodox,11/27/1977,0.6,20,3.53,55,0,0,50,0,,,,0.678752553,,
Reese Andy,Riptide,7,3,0,182.88,92.99,,Orthodox,3/31/1973,2.87,50,3.5,58,0.67,20,40,0,,,,0.933285609,,
Fredy Serrano,El Profe,3,2,0,160.02,56.7,165.1,Orthodox,9/22/1979,1.58,26,1.89,61,2.84,25,84,0,,,,0.789494825,,
Daniel Gallemore,Big Kansas,7,3,0,195.58,120.2,,,,3.1,41,6,52,0,0,0,0,,,,0.957309687,,
Gilbert Jimenez,,8,12,1,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.610932306,,
Alexander Poppeck,,9,3,0,187.96,92.99,,Orthodox,4/6/1992,4.01,57,9.81,33,0,0,0,0,,,,1.060730559,,
Dillon Smith,,0,0,0,182.88,77.11,,,,0,0,0,0,0,0,0,0,,,,0.612408564,,
Cesar Almeida,Cesinha,4,0,0,185.42,83.91,187.96,Orthodox,3/28/1988,4.73,61,1.87,48,0,0,70,0,,,,1.143491827,,
Hugo Cunha,Silverback,6,0,0,193.04,113.4,,,,0,0,0,0,0,0,0,0,,,,0.613549047,,
Jason McLean,,6,7,0,165.1,65.77,,,,0,0,0,0,0,0,0,0,,,,0.614779894,,
Laverne Clark,,27,21,1,180.34,77.11,,Orthodox,12/2/1973,0,0,0,0,0,0,0,0,,,,0.616015689,,
Adrienna Jenkins,AJ,19,6,0,172.72,65.77,,,,0,0,0,0,0,0,0,0,,,,0.617256463,,
Val Woodburn,The Animal,7,1,0,172.72,83.91,187.96,Orthodox,8/10/1993,3.16,22,11.05,30,0,0,100,0,,,,0.971050265,,
David Lee,,12,10,0,177.8,70.31,,Orthodox,,1.49,50,3.31,42,0,0,50,0,,,,0.785659583,,
Fabio Mello,,11,8,0,165.1,70.31,,Southpaw,,0.86,35,3.94,50,0,0,0,0,,,,0.716218966,,
Rosi Sexton,The Surgeon,13,5,0,160.02,61.23,,Orthodox,7/16/1977,3.31,39,7.42,41,0.75,10,80,0,,,,0.990390881,,
Claudio Ribeiro,,11,4,0,185.42,83.91,195.58,Orthodox,7/17/1992,4.65,57,3.34,31,0.76,50,75,0,,,,1.140209135,,
Dave Rickels,The Caveman,18,4,0,180.34,70.31,,,,4.29,59,5.53,42,0,0,25,0,,,,1.100912777,,
Ben Reiter,The Hunter,17,2,1,190.5,83.91,,,,1.8,46,1.53,54,7,43,0,0,,,,0.823687362,,
Ryan Madigan,,5,3,0,182.88,77.11,,Orthodox,,0,0,3.35,47,0,0,0,0,,,,0.614023779,,
Joey Roberts,,4,3,0,187.96,90.72,,,,0,0,0,0,0,0,0,0,,,,0.61526971,,
Felix Lee Mitchell,,2,7,0,,,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.616520707,,
Richie Smullen,,3,1,1,175.26,70.31,172.72,Orthodox,8/17/1991,1.98,77,2.26,65,8.49,66,0,0,,,,0.839211816,,
Alberta Cerra Leon,,0,1,0,172.72,107.95,,,,0,0,0,0,0,0,0,0,,,,0.608931452,,
Andrew Todhunter,The Sniper,8,0,0,182.88,83.91,,Switch,11/30/1987,0,0,0,0,0,0,0,0,,,,0.610175434,,
Horacio Gutierrez,The Punisher,4,3,0,177.8,65.77,,,,0.86,26,2.91,46,0,0,50,0,,,,0.707309641,,
Kolton Englund,White Assassin,9,4,0,177.8,70.31,175.26,Orthodox,7/9/1993,2.31,25,11.54,40,0,0,0,0,,,,0.869719882,,
Wagner Silva,Wagnao,6,3,0,182.88,77.11,,Orthodox,2/7/1987,1.69,29,2.87,65,0,0,58,0,,,,0.801655427,,
Kevin Knabjian,,12,7,1,177.8,77.11,,Orthodox,7/5/1984,0,0,15.56,22,0,0,100,0,,,,0.614523893,,
Alonzo Martinez,Zo Diddy,42,20,1,177.8,70.31,,,,3.07,27,7.33,52,0,0,0,0,,,,0.956543808,,
Taiyilake Nueraji,Super Saiyan,9,1,0,187.96,77.11,190.5,Southpaw,1/12/2001,11.01,48,7.39,58,0,0,0,0,,,,1.840637519,,
Jorge Ortiz,The Naked Man,18,9,1,182.88,83.91,,Orthodox,,3.53,58,2.8,73,0,0,0,0,,,,1.016033444,,
Mark Madsen,The Olympian,12,2,0,172.72,70.31,182.88,Orthodox,9/23/1984,3.56,49,3.97,52,2.86,66,62,0,,,,1.021061693,,
Ahmad Hassanzada,Lion of the Ring,10,2,0,185.42,70.31,190.5,Orthodox,11/20/1996,2.59,34,4.42,40,2.5,22,0,0,,,,0.907137798,,
Josh San Diego,JSD,8,3,0,177.8,61.23,,,,0,0,0,0,0,0,0,0,,,,0.609254751,,
Eric Galvan,,0,0,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.610516636,,
Rafael Fiziev,Ataman,12,3,0,172.72,70.31,180.34,Switch,3/5/1993,4.9,51,4.97,49,0.29,40,89,0,,,,1.169111498,,
Matt Pedro,,3,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.611643951,,
JJ Okanovich,The Bosnian Bomber,7,1,0,180.34,70.31,193.04,Orthodox,11/4/1990,6.93,55,5.27,50,0,0,100,0,,,,1.402900449,,
Abu Azaitar,Captain Morocco,14,4,1,175.26,83.91,193.04,Orthodox,3/10/1986,4.38,43,4.32,51,1,37,42,0,,,,1.117162021,,
Ariel Gandulla,,7,9,0,180.34,92.99,,Orthodox,5/7/1968,1.95,23,2.07,72,1.88,66,0,0,,,,0.836680641,,
Brandon Polcare,,1,1,0,,56.7,,,,0.43,50,0,0,0,0,0,0,,,,0.659843418,,
Dave Courchaine,,20,7,0,172.72,77.11,,,,0,0,0,0,0,0,0,0,,,,0.611395979,,
Johnny Rhodes,,2,1,0,182.88,95.25,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.612674019,,
Pat Benson,,3,5,3,175.26,70.31,,,,0,0,0,0,0,0,0,0,,,,0.613957414,,
Vitaly Minakov,,20,0,0,187.96,112.94,,,,0,0,0,0,0,0,0,0,,,,0.615246196,,
Byron Bloodworth,,6,3,0,172.72,61.23,,Orthodox,8/16/1983,1.82,28,5.18,50,0,0,0,0,,,,0.82437445,,
Cameron VanCamp,Jumpman,15,7,1,187.96,70.31,187.96,Switch,4/27/1993,5.31,47,6.41,40,0,0,0,0,,,,1.223678254,,
Ronald Carillo,,4,2,0,,56.7,,,,0,0,0,0,0,0,0,0,,,,0.617149237,,
Steve White,,1,4,0,180.34,79.38,,,,0,0,0,0,0,0,0,0,,,,0.618451245,,
Stephen Ledbetter,,8,3,0,175.26,65.77,,Orthodox,6/30/1982,1.2,38,1.6,57,5,45,100,0,,,,0.757077257,,
Kengo Watanabe,,8,13,3,193.04,99.79,,Orthodox,1/31/1976,0.6,40,3.4,35,1,100,37,0,,,,0.682317082,,
Augusto Mendes,Tanquinho,6,2,0,167.64,61.23,165.1,Orthodox,3/3/1983,2.42,34,3.91,56,1.75,33,80,0,,,,0.891804297,,
Josh McDonald,,9,5,0,,83.91,,,,0.8,57,3.4,33,9,50,0,0,,,,0.703974204,,
Ike Villanueva,Hurricane,18,14,0,185.42,92.99,185.42,Orthodox,4/4/1984,3.66,38,7.24,36,0.6,50,100,0,,,,1.02809078,,
Kenji Arai,,15,15,5,177.8,65.77,,Southpaw,10/5/1979,8.79,27,10.29,39,0,0,0,0,,,,1.633533862,,
Felipe Pena,Preguica,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.594102848,,
Waachiim Spiritwolf,Native Warrior,12,13,1,172.72,77.11,,,,10,100,10,0,0,0,0,0,,,,1.795750693,,
Norman Parke,Stormin',23,6,1,180.34,70.31,177.8,Southpaw,12/22/1986,3.06,35,2.88,64,1.98,26,77,0,,,,0.967837956,,
Alan Baudot,The Black Samourai,8,3,0,190.5,110.22,200.66,Orthodox,2/1/1988,5.36,58,4.82,46,0,0,62,0,,,,1.249436157,,
Guilherme Viana,,7,3,0,193.04,92.99,,,,2.92,40,2.72,59,1.2,66,77,0,,,,0.951441832,,
Manuel Gaxhja,,7,0,0,172.72,70.31,,Switch,7/23/1997,0,0,0,0,0,0,0,0,,,,0.589296893,,
Jairzinho Rozenstruik,Bigi Boy,13,5,0,187.96,109.77,198.12,Orthodox,3/17/1988,2.81,45,3.15,45,0,0,73,0,,,,0.937963741,,
Tanner Boser,The Bulldozer,21,10,1,187.96,92.99,190.5,Orthodox,8/2/1991,4.7,52,2.75,58,0,0,63,0,,,,1.173104564,,
